UNIQUEID,split
457251,train
558111,test
463663,test
546306,train
511680,train
617032,train
616951,val
489996,val
511724,train
494587,train
632620,train
435837,train
476427,train
480781,train
465363,train
519411,train
420282,train
609577,val
644622,train
496372,val
628354,test
439802,train
496444,val
420342,test
419338,train
511805,test
488243,train
435251,train
611803,train
524478,test
521785,train
544485,train
562232,test
521775,train
486172,train
469739,train
544859,train
494909,train
611430,train
639348,train
496640,train
439772,train
646094,test
564466,train
477343,test
577880,train
502546,test
640583,train
524323,train
419343,train
606947,train
443657,train
521426,train
490336,val
511845,test
557030,train
504595,train
434880,train
439962,val
420646,train
472680,train
521490,train
546913,train
524522,train
543043,train
458384,train
426904,val
435858,train
632590,train
628435,train
495050,train
524727,test
511792,train
534242,train
511796,train
617011,train
579021,train
504898,val
531640,train
504847,train
462012,val
544243,val
442510,train
485520,test
457872,train
446793,train
463680,train
519416,train
434888,train
536013,train
593416,train
534264,train
645442,train
489432,train
562618,train
575941,train
468048,test
560210,train
596347,train
451803,train
486797,train
640651,val
518594,test
441203,test
467999,train
555285,val
462693,val
490282,val
481796,train
569887,val
573092,test
514442,train
569728,train
532396,test
607169,train
516638,train
545802,test
589335,val
532594,train
513436,test
479900,train
537904,train
477805,val
421093,train
599777,train
535223,val
532678,val
470259,test
490428,train
429245,train
435593,train
574434,train
592033,train
598491,train
475211,train
602889,train
583131,test
585770,train
432556,train
420852,train
462691,train
437901,train
505938,train
571624,test
532435,train
577287,train
506131,val
425457,test
492624,val
462692,train
505654,val
559879,train
490875,train
580483,train
580604,val
454982,train
598714,train
580572,train
467905,train
574193,val
480902,test
576710,test
551237,val
603932,test
481820,test
455620,train
505703,train
598273,val
619495,train
598829,test
598325,train
573963,train
572711,train
645575,train
516680,train
436630,train
505801,train
595524,train
469760,train
569670,val
619563,test
490299,train
424529,test
574658,test
484335,train
447884,train
520459,val
442691,train
571987,test
645960,val
466831,train
417998,test
445863,train
505666,val
462094,test
442418,test
533172,train
421684,test
481138,train
439579,train
602345,train
467655,train
505482,train
535569,train
439791,train
598383,train
531931,val
518759,val
598423,train
570083,train
464495,val
443227,train
648515,train
470650,train
619518,train
580846,train
599721,train
539341,train
479688,train
460964,train
510316,train
579802,train
432197,train
455116,train
636230,test
473590,train
478173,train
458921,val
437673,train
456269,train
558798,train
517845,train
507343,train
462891,train
510477,train
541584,train
496714,train
541725,train
462194,test
584364,test
441025,val
450776,test
624503,train
502189,val
580002,train
432938,train
417654,train
468139,train
510498,train
583560,train
599326,train
510365,train
589221,train
470800,test
599327,train
580201,train
485213,test
479270,train
424111,test
467881,val
502171,train
440533,val
576067,train
575950,train
599448,train
598686,train
515014,val
589036,train
574714,train
539705,val
572630,train
470628,test
428298,train
512755,train
495104,val
590889,train
449583,train
468150,val
429872,train
619526,test
650307,train
540769,train
630852,train
499869,train
481976,train
519294,train
419910,val
591761,train
476945,train
485635,test
609253,val
648578,train
556030,train
546068,train
565221,train
471228,train
488804,test
586981,train
574998,train
432055,train
436730,train
499788,train
645208,train
610705,train
482047,train
425489,test
428244,val
585159,val
553118,train
558450,train
490470,train
521446,train
428103,train
432060,test
442330,val
444661,train
648572,val
646697,train
464667,train
539016,train
561002,train
439045,test
646525,train
430405,test
466657,val
554916,test
494627,test
422642,test
512775,train
422617,train
579632,val
473753,val
448066,test
559990,test
486107,train
646853,train
438688,train
540904,train
419896,train
591841,test
425726,test
438464,test
623932,test
442211,train
532183,train
471073,test
432157,train
575171,train
486079,train
635483,train
477342,test
504613,train
457178,val
562123,train
504731,train
485864,train
440834,train
584882,train
556941,val
440017,train
514833,val
471242,train
429816,train
572413,train
509999,test
477676,train
650093,train
559952,val
477589,test
492529,test
547918,val
651062,train
560005,train
483949,train
433325,train
511704,test
582772,train
499798,train
473999,train
501123,val
504876,train
534453,test
459088,train
552148,train
602902,test
653570,val
652244,train
559696,train
560406,train
432639,train
433034,val
653692,train
653449,train
432386,train
478648,train
580976,test
588518,train
642448,train
532104,val
482030,train
453662,train
544718,val
433479,train
570149,train
588430,train
463979,train
621308,train
613401,train
432334,train
539080,train
538257,train
453811,train
552949,test
459022,test
615627,train
444997,train
482440,test
617712,test
639329,train
458907,train
644810,train
595963,train
599129,train
590012,train
649714,val
553957,test
646154,train
594762,test
499991,train
509827,train
638979,train
440683,train
427560,val
487333,train
561026,val
590009,train
593412,train
508034,train
422003,train
466444,test
604722,train
429509,train
464731,test
485164,train
473035,val
546928,train
436671,train
546512,val
562245,train
592591,train
424819,train
639437,train
427819,train
604261,train
510112,train
490430,train
553938,train
463387,val
475064,test
589532,train
645027,train
643385,train
591495,train
590732,train
511074,test
637681,train
617737,train
425289,train
591621,val
462818,train
596916,train
496481,train
599278,train
650534,val
639567,train
599404,test
641084,train
618112,train
644352,test
624573,test
593600,val
591426,test
596366,train
639486,train
435512,train
639283,test
558691,train
440185,train
553981,test
591971,test
639526,train
520522,train
439634,train
653706,train
589909,val
486810,train
641035,train
482836,test
593268,train
487807,train
641507,test
641365,val
599461,val
640952,train
499954,val
558220,train
639033,train
593808,train
448690,train
423015,train
595995,train
489674,test
590115,val
591362,train
589560,train
589923,train
652055,val
434835,train
589762,test
589405,test
618523,train
476832,val
515583,train
653718,train
625803,train
480473,test
624358,train
565575,train
449139,train
525330,train
595915,train
651333,train
489123,train
629821,train
592577,test
602469,train
470554,train
593238,val
449086,train
487771,train
562271,test
508209,test
435321,train
449133,train
651379,train
590711,train
455707,train
649117,train
624353,val
508314,train
496017,train
517004,train
560180,train
596104,train
558602,train
653607,train
590993,train
511860,val
446587,train
436614,val
509665,train
515489,train
551737,train
455624,train
639580,test
433756,train
553988,train
649069,train
475932,val
639614,train
645892,train
500760,val
536443,test
639702,val
475694,train
537171,train
646165,train
639608,test
511646,test
521160,val
528992,train
536699,train
424311,train
551745,val
476040,train
500939,train
651850,train
551308,train
549003,train
434894,test
645320,train
642513,test
583238,train
572761,train
475534,train
566658,train
646785,train
619854,test
540827,test
430545,train
607590,train
590354,test
646128,train
434924,train
431349,train
560030,train
431269,val
551065,train
438686,train
483418,train
475614,train
573325,val
472948,test
474906,val
645240,train
427510,val
440061,train
564720,train
531276,test
540519,val
475717,train
549129,test
566608,train
607062,train
645198,test
475872,train
560666,val
647452,train
549695,train
560052,test
587146,train
654101,train
482896,val
507286,train
605692,train
555623,train
637406,train
557944,train
460629,test
542136,train
552824,val
471128,test
615752,train
426026,train
477666,train
459997,val
627303,train
621223,train
626697,train
475468,test
627063,train
551313,train
467525,train
468204,train
637373,train
603008,train
621238,val
453855,train
455107,train
510485,train
631718,train
527205,test
637178,train
512763,val
614813,val
626717,val
552714,train
455459,val
603100,train
603078,test
556547,train
477501,test
512970,val
459853,test
615222,val
507281,val
626795,train
621334,test
479262,train
636185,train
467207,val
435089,train
602953,train
642834,test
506880,test
546641,train
438710,train
546742,train
485858,train
615629,train
631526,train
448383,train
510206,val
523640,train
543314,val
510204,train
612267,train
614798,test
455269,train
448236,train
643687,train
615607,train
500795,test
512681,train
537101,train
455120,val
648663,train
467234,train
446127,train
455427,train
615821,train
470775,train
431213,train
527306,train
523184,train
546678,train
556592,test
453996,val
552685,train
455532,train
634825,test
537977,test
606341,train
621744,test
523689,train
614803,val
486205,val
546753,train
506951,train
524407,train
637477,val
550624,train
619145,train
507208,train
511606,train
536891,train
510248,test
637439,train
614831,val
500960,train
547466,train
527226,train
627144,train
475097,test
524309,train
527458,train
472327,train
528020,train
485567,train
618181,train
485986,train
643800,test
477833,val
615921,test
622201,train
612651,train
552544,train
510615,train
615699,train
510273,train
456417,train
556541,val
420785,test
619316,train
448273,train
500773,test
430663,train
615328,train
467326,train
647891,val
630431,test
460006,val
633928,train
472146,train
459903,train
636700,train
430656,train
637199,test
455466,val
430677,test
454654,train
615549,train
621995,test
523502,train
539242,test
451588,train
526125,train
470182,train
547203,train
524207,train
607737,train
506824,train
476476,train
526440,train
446974,train
448396,val
627776,train
511853,train
485912,test
626803,train
622302,train
616054,val
608175,test
552721,train
467390,train
531905,train
643378,train
442166,test
540003,test
621140,train
430938,train
546778,val
647409,val
552623,train
467011,train
474668,test
469160,train
552743,train
510627,train
636496,train
618710,test
486028,test
438576,train
432525,train
444225,test
432951,train
474299,train
418784,train
463584,val
429408,train
429172,train
464267,train
429569,train
457341,train
475045,train
452936,train
463851,train
453919,train
461047,train
451313,val
444391,train
429873,train
435696,train
473491,test
429423,train
529955,train
634711,train
610452,test
596059,train
532922,train
536477,train
554868,train
626682,train
564598,train
577936,train
597630,train
638992,train
648440,train
610719,train
639184,val
554706,train
638842,train
605781,train
445016,train
526014,test
642470,train
605489,train
642297,val
626855,val
509297,train
638562,train
653219,val
642796,test
544932,test
638658,train
643552,train
643168,val
536372,train
631619,train
611339,test
558291,test
491349,train
612012,val
532750,train
545210,train
532744,train
545366,train
548770,train
644062,test
467131,train
548806,val
558916,test
563124,train
605606,train
536562,test
607102,val
519202,train
529768,train
648102,train
541281,test
639218,test
613789,train
638130,train
601311,train
536436,train
637741,train
509589,train
545998,train
648328,train
505211,train
546929,test
430591,train
652581,train
436075,val
581788,train
523920,train
489887,test
433790,val
532295,test
462398,test
515903,train
564305,test
484950,train
623473,val
466594,train
444705,train
622932,train
538134,train
547254,train
418625,val
507430,train
611177,train
620648,train
610846,train
447864,test
481430,train
457748,train
525498,train
619187,train
502856,train
651383,val
602326,test
653843,train
457699,val
549586,train
466437,train
508015,train
640373,train
473006,train
653844,val
602419,train
431011,train
460553,val
564691,train
553855,train
628598,test
550106,val
610916,train
628765,train
434400,val
471012,train
523991,test
510864,val
616860,train
473497,train
523955,train
529534,train
624290,train
502652,val
471839,test
647486,train
435652,train
544116,test
540161,train
486146,train
548169,train
646164,train
421774,train
642622,train
504175,train
455701,train
516464,test
623781,train
523981,train
536986,val
564973,train
616255,train
457844,train
641042,train
493023,test
462440,test
564312,train
524111,train
610620,train
634990,test
502468,train
447548,train
492890,train
460643,test
455690,train
616002,test
421557,train
623693,train
540173,val
616204,train
467792,train
623280,train
619850,train
488441,val
567425,train
421771,val
641622,train
623786,train
471861,train
652530,train
581854,train
426085,train
622561,val
491075,test
616124,train
651837,train
455682,train
651344,val
493031,train
624363,val
651590,train
483197,test
421830,test
612580,train
640663,train
426071,train
470710,train
484799,train
546982,train
535676,test
495808,train
623313,train
628364,train
498080,train
508390,test
533889,train
538388,train
430521,train
507170,test
501002,train
589993,val
431737,train
465279,train
618250,train
611936,val
623103,train
594101,test
427061,train
628092,train
463687,train
501057,train
591806,test
605134,val
649704,train
511142,train
508190,train
540806,train
526032,train
622246,train
629770,train
634035,val
485835,train
467998,train
598075,train
475711,train
592141,train
528410,train
578780,test
471041,train
627863,train
551622,train
525836,train
611104,train
463644,train
598427,train
591217,train
430337,train
465298,train
483467,train
605271,train
480791,val
463114,train
471070,val
631099,test
523153,train
559497,test
517954,train
612880,train
635664,train
532289,train
540591,test
489041,train
446670,test
482634,test
631538,train
562554,test
562763,val
648803,test
553428,train
646620,train
580116,train
493779,train
504961,test
512491,train
418241,train
490413,train
532009,test
594338,train
605206,train
506325,train
479525,train
505425,train
628181,train
486487,train
445024,train
580725,train
609691,train
473231,test
617598,train
514184,train
554400,train
504804,test
618500,train
527893,train
537738,test
524095,train
610114,train
600469,train
652240,test
514214,train
649118,val
615712,train
546545,train
589424,train
640014,train
610090,train
594555,train
434306,train
517523,train
525690,train
454970,train
571098,train
459304,train
589074,val
457177,train
470499,train
653627,train
418173,train
422998,val
445604,train
652388,train
489647,train
653459,train
483465,test
600388,val
610147,train
584987,train
609497,val
498697,train
495546,train
594802,train
629811,test
450083,train
465766,val
595553,train
543480,train
422765,train
427507,train
596176,train
609589,train
499171,train
572665,train
512548,train
572713,val
432721,train
456659,train
460297,val
641587,train
545393,train
544703,train
471757,train
447179,train
620600,train
438631,train
641574,train
424451,train
434340,train
553391,train
651302,train
618118,train
526983,test
482292,train
507007,train
618174,train
608931,val
434599,train
654082,train
446850,train
567110,train
544182,val
469255,train
480101,val
654097,train
482381,train
502512,train
502435,train
503244,train
535291,train
447795,train
649662,test
504460,train
620761,val
652598,train
650281,train
615011,train
476155,test
485306,train
502475,train
502173,train
502185,train
633153,test
652398,val
619154,val
503337,test
633162,val
633159,train
652982,train
620649,test
486896,train
550467,train
526646,val
527344,train
650657,val
491887,test
502121,train
424817,train
487051,train
447514,train
621382,train
455801,val
502621,test
586820,train
458381,train
457788,train
436641,train
586697,train
577948,train
496566,train
457544,train
453316,train
641218,train
586726,train
529506,train
562827,test
590808,train
561913,train
537337,val
548658,test
573112,train
434243,train
585184,val
535206,train
585477,train
598585,train
649990,val
590091,train
648296,train
578308,test
628842,test
511764,test
533996,train
578801,val
496406,train
525436,train
476509,train
504947,train
467252,train
514163,train
571381,train
531844,train
549704,train
422313,train
483320,train
512611,train
577725,train
517070,train
499193,val
590546,train
492195,test
466988,test
575248,train
588382,val
621012,train
536454,train
558568,test
623856,train
644909,test
600545,test
498991,train
483249,train
417587,train
494891,train
442922,test
535807,train
596008,val
582829,val
431111,test
585826,train
521101,val
426755,train
503882,train
583977,train
499227,val
461078,val
512493,train
546722,train
531544,train
479139,test
515760,train
441152,train
499763,val
534450,test
442170,train
653333,val
437925,train
570102,test
644902,train
573449,train
535322,train
424548,train
417510,test
428307,train
595329,train
426146,train
632438,val
483475,train
601739,val
586873,train
530967,train
585539,train
565405,val
423554,train
496866,train
587021,val
568792,test
587884,train
556900,test
574353,train
638861,train
535996,train
448156,train
558460,train
432598,val
583207,test
588125,train
558584,train
420937,train
574259,train
536365,test
593490,train
433925,val
451953,train
482409,train
627486,train
587916,train
472989,train
554472,train
445737,train
461881,train
497037,train
443093,train
547698,train
489467,train
435059,train
586199,train
574060,train
515996,test
455603,train
646965,train
500657,train
589966,test
513882,test
593739,train
472990,test
439081,train
593486,val
484718,test
480953,train
606335,test
481456,train
574305,test
602334,test
626535,train
457525,train
425263,test
502573,train
574142,train
473410,train
425154,train
462135,val
484675,train
533998,val
473413,train
513866,train
465201,train
510357,train
515171,train
425216,val
508786,val
600761,train
594055,test
454698,train
648392,train
480479,train
549812,train
630700,train
465229,val
627369,train
622318,val
541134,val
517363,train
593485,val
609769,test
593154,train
585890,val
435353,train
513141,train
449468,train
489438,test
425364,test
614141,test
508358,val
466665,train
533983,train
515936,train
488498,train
600991,train
435084,train
565413,test
593522,train
515894,train
648213,train
552031,val
561948,train
602530,train
475338,train
574197,train
593166,test
589888,train
465108,train
531818,train
508341,val
449466,train
600375,train
483973,train
600356,train
495143,train
575315,test
508240,train
541024,test
547877,test
643318,train
520626,train
439258,train
462664,train
571533,train
494979,val
510068,train
486593,train
550272,val
594181,train
634610,train
559400,train
589776,train
442895,train
532060,val
593788,val
480787,test
584211,train
480562,train
559403,train
486474,train
589882,val
439242,train
606406,train
517420,train
421280,train
600523,train
434104,train
439204,test
623975,train
606427,train
486228,train
601095,train
453788,train
548918,train
514341,val
434510,train
580671,test
436324,val
515265,train
463540,train
536604,train
563011,train
446695,train
463297,train
578560,train
653939,val
609630,train
609460,train
518175,test
457910,train
654058,val
485703,train
555201,val
605534,train
464677,train
578531,test
621224,train
488219,train
473263,train
537976,train
531006,train
567927,train
451933,train
624728,train
530252,train
548584,train
540449,train
608172,train
427831,val
501584,test
587869,val
606129,train
564372,train
548257,val
483833,train
620365,val
537962,train
587986,train
609560,train
650969,val
619919,train
578606,val
524963,val
519518,train
525778,val
609530,val
563607,val
519221,train
631763,train
578791,train
525456,train
653146,train
472117,val
563559,train
432281,test
558293,train
530336,val
620691,val
651168,train
646022,train
595266,val
500991,train
647260,train
432202,train
647358,val
422994,train
644148,train
609696,train
536011,train
632398,train
557442,train
557056,val
609678,val
450366,val
593884,val
474214,train
494263,train
607905,test
590401,train
619936,val
580473,train
496257,train
463541,train
592207,train
510227,train
593414,train
546206,test
653086,train
551418,train
616295,train
596253,test
614469,test
600260,test
562684,train
475218,test
572473,train
651115,train
591229,train
600278,train
459202,test
588595,train
589168,train
509819,test
465391,train
614320,test
586598,test
591638,val
594068,train
460991,train
463699,test
600256,val
434058,test
436727,test
527596,val
589103,val
605007,val
612539,train
425653,train
420595,train
517710,train
591381,train
575498,train
468394,train
589100,val
529416,val
429885,train
583930,test
571369,train
436706,train
426775,train
489490,train
598667,train
606808,val
457168,train
592364,train
564804,val
531491,train
587624,train
535397,test
615247,test
509521,train
457184,train
652851,train
540816,train
459749,val
630257,train
427427,train
574361,train
599646,test
436384,train
627944,train
649577,test
426849,train
476873,train
577346,train
529433,train
612956,train
584756,train
511752,val
599587,val
471434,train
618304,train
634557,val
427533,train
527061,train
426750,train
646273,train
489252,train
579514,train
538750,train
577395,val
585393,train
567786,train
571551,train
632765,test
632067,val
567174,test
571658,train
516148,train
651476,train
474703,val
535737,train
505339,train
469556,train
565711,train
425329,val
630345,val
526253,test
505331,train
572788,train
459032,train
579271,train
535493,train
631460,train
650641,train
629845,test
440094,train
425635,train
502810,train
469671,train
577772,train
572471,train
612112,train
562553,val
526162,val
523256,train
519001,train
572392,test
535607,train
572942,train
549467,train
566830,train
438279,train
612142,test
631835,train
462501,train
435921,train
571560,train
636691,train
535138,val
536876,train
635456,train
536131,train
430653,train
458960,test
580243,train
438299,train
562981,train
641099,train
641254,test
580376,val
548307,train
438473,val
631398,train
562850,test
572926,train
562634,train
577825,train
579263,train
436735,train
565661,test
607838,train
549739,train
429808,train
612456,test
580713,test
550209,val
426261,train
484584,train
447616,train
589987,train
515921,train
527742,train
447423,val
516708,train
527747,test
485589,test
490144,train
589555,train
613727,train
551847,train
539000,train
433821,train
428713,train
516140,train
589419,train
536395,train
556965,train
563786,train
589787,train
536389,val
583103,train
469826,train
470167,train
567511,train
449692,train
621939,test
453065,val
428062,train
486724,test
567532,val
562775,train
518622,test
478963,test
589206,train
609747,train
596338,val
547659,val
527732,test
453223,train
482841,train
481274,test
482884,train
482463,train
643855,train
649404,train
608428,val
558049,train
541344,train
647641,train
485444,train
650247,test
481300,val
484397,test
585728,train
539398,train
643482,train
482522,test
457073,train
484678,test
485884,train
485880,train
649525,train
647796,train
576733,val
530719,val
486548,train
543615,train
426630,test
648595,test
582747,val
482778,train
539359,val
430524,test
481451,train
539599,train
531632,train
530683,train
482261,train
479134,train
532386,train
649181,train
482345,train
530937,train
647702,train
556242,test
543756,train
541089,train
531621,test
570299,train
496145,test
539231,train
559263,train
482405,test
531570,train
485401,test
532565,train
486153,train
571022,train
466891,train
649970,train
556285,test
444089,train
448026,test
423380,train
485426,test
527861,train
486249,train
498831,train
598676,train
518057,train
435658,train
442218,train
539825,train
435518,test
483972,train
607497,train
620855,train
541345,test
444816,train
607496,test
599950,train
634668,train
595916,val
435612,val
518014,train
450513,train
524035,test
531126,train
451068,val
454027,train
513213,train
476137,val
426423,train
500125,train
425346,train
599155,train
454022,train
518128,val
425417,val
612159,train
634775,train
531034,train
636863,train
504355,val
605027,train
635381,test
596749,train
622295,train
492661,test
546250,train
450472,train
531041,train
517429,train
487735,train
545163,train
607832,test
495557,test
547186,train
472526,train
634274,test
612598,train
598430,train
449405,train
493558,train
471921,test
523834,train
545741,test
456576,train
473381,train
450988,train
435560,test
539617,train
454151,train
634374,train
545118,train
424064,train
614089,train
441410,train
634689,train
611405,train
493352,train
531337,test
531082,train
445424,train
620812,val
543293,train
426464,val
426048,train
606665,test
546691,train
626226,train
620095,train
600333,val
541786,train
636575,train
442395,train
425526,train
426624,train
515661,train
606535,train
454172,val
545738,train
611449,val
432835,train
423103,val
646999,train
567545,train
522867,train
563203,test
455793,test
605600,train
478152,train
641292,train
540450,train
431214,train
492376,train
550683,test
522259,train
539956,train
596093,train
433162,val
520072,train
450964,train
629785,test
447679,val
565370,val
646099,train
547011,val
522077,train
609363,train
483445,train
549623,train
653210,train
646757,val
562663,test
648556,train
475270,train
567559,train
607247,train
596558,test
470264,train
542326,test
450662,train
532302,train
498750,train
544551,test
607446,train
502153,train
472697,train
645498,train
609573,train
544699,train
522924,test
460094,train
542890,train
539048,test
562642,train
421455,train
438441,train
437738,train
557294,test
575484,train
521327,train
575691,train
427652,train
498729,train
646970,train
480034,val
620119,test
429472,train
421446,train
572562,train
583521,train
516819,train
532232,train
570056,train
575966,val
458034,test
589291,train
462974,train
603836,val
525938,train
611366,train
501315,train
449124,test
493731,train
428650,train
641173,val
444220,train
590237,train
591823,train
420641,train
425159,train
434659,train
590241,val
517971,train
563304,train
436354,test
427317,train
443219,train
646249,train
519789,train
554406,train
470752,test
532820,val
521167,train
424467,val
445055,val
565633,train
477263,train
510180,train
467911,test
567095,train
453450,train
562213,train
510205,test
523941,train
498478,train
453682,train
479977,test
439439,test
421815,test
482003,test
523497,train
441237,train
506775,train
421829,train
470932,train
510228,train
419065,val
436523,train
453645,train
439046,val
495915,train
529075,train
516144,val
498386,train
441897,val
464940,val
450491,train
527350,train
594054,train
475426,train
585188,test
612271,train
446315,test
639915,train
633070,val
477184,train
650750,train
603414,test
482100,train
603325,train
431119,test
570815,val
593931,train
485210,val
639379,train
537285,train
443153,train
554047,test
639570,train
516285,test
446157,val
603441,train
551196,val
600253,train
433676,train
602384,train
622104,train
593643,train
609701,test
646559,train
520523,train
639342,val
593624,test
443519,train
498642,train
461244,train
614513,train
524241,train
574725,train
443051,val
596263,train
593629,test
646005,train
553917,train
448638,test
622190,train
634662,train
593626,train
515293,train
596418,train
460484,train
515010,test
460477,train
641115,train
419212,train
570794,train
490460,train
570783,train
431645,val
448720,test
639188,train
623628,train
602960,train
647434,train
423967,train
537258,train
460464,test
551224,val
604133,val
430564,train
521366,train
603388,train
608462,train
593843,train
557412,test
460476,train
593607,train
574293,val
599300,train
570804,train
608736,train
448719,test
515026,train
540377,train
424492,train
622192,train
560120,train
547976,val
575795,val
508563,train
541534,val
636641,train
573068,train
479162,train
641600,val
563517,test
548785,train
525916,train
643345,train
448222,train
636626,train
497424,train
587161,train
427574,train
469742,test
573787,train
517847,train
497180,test
538853,train
636122,val
649324,train
637415,test
439411,train
631953,train
492598,val
567188,train
519810,train
493802,val
576340,train
502592,train
535495,train
620771,val
541791,train
624696,train
478736,train
536947,train
461404,train
535543,train
526016,test
631007,train
624593,val
459949,train
474969,train
542954,train
624337,test
473061,train
548592,train
526153,val
478612,train
618975,val
647634,train
536895,test
641537,test
519712,val
469110,train
458675,train
436540,train
647008,train
618021,train
636250,train
528821,train
478990,train
495402,train
621235,train
518231,train
461853,train
574488,train
618999,train
452818,train
620013,train
493081,train
481964,train
483889,train
638035,train
539326,val
641864,test
506842,train
448359,test
545162,val
477452,train
544897,train
622308,train
504770,train
541804,train
518344,test
438362,train
632059,train
486579,train
439423,train
563697,train
503031,val
459134,train
479049,val
432753,test
515051,val
430459,train
548185,train
433328,test
612085,val
501810,train
648414,test
647694,train
625096,train
536890,train
625095,train
507108,test
577838,train
442826,train
550409,train
430457,train
643324,test
565812,train
519861,train
545751,train
636234,val
646730,train
523155,val
631863,train
618073,train
509906,val
652589,train
581108,train
431605,val
436793,train
558448,train
594628,train
607694,val
508156,train
648192,train
640190,train
444888,test
627709,test
488801,test
499364,train
569138,train
496021,train
439722,train
426784,train
639232,val
439741,train
536541,train
426825,train
508005,train
478545,train
624711,train
503729,train
488484,test
498456,val
528567,train
520661,test
612386,train
492117,train
558113,train
559525,train
424597,test
421372,train
470836,test
653200,train
519511,train
460144,val
578121,test
539622,train
589357,test
578361,train
503380,train
578186,train
432304,val
503660,train
578370,val
514276,train
508134,test
578366,test
543655,train
422485,train
418181,test
417528,train
504936,train
492141,train
486978,train
594484,val
427113,train
579651,train
508131,test
605290,train
581241,val
499058,train
538024,val
651616,train
443980,train
548456,train
441781,test
653709,val
642415,train
514320,train
542379,test
538184,train
500215,train
461379,val
629023,test
540063,train
596004,train
633776,train
541043,train
642804,train
627904,train
433585,val
442145,val
624562,train
480979,test
644304,train
616715,train
431094,train
508752,train
594304,train
441522,val
468501,train
509610,train
424564,train
593880,train
468503,test
468837,train
556420,train
629046,test
442235,test
648346,train
549929,train
461927,train
622678,train
629587,train
481125,train
499564,train
629034,train
641485,val
466713,train
641230,train
588623,train
481534,train
551470,train
620846,train
541994,test
621145,test
588380,test
482426,test
595933,train
463875,train
648152,test
464330,test
447588,train
627714,train
453635,train
531664,train
434092,train
545352,train
635574,train
624443,test
521026,test
499087,train
632757,train
630685,test
543194,test
500043,val
423257,train
528355,train
634183,train
579923,train
491117,train
423066,train
538610,train
559755,train
493489,train
513336,train
587939,train
582354,train
530012,val
464868,train
486949,train
544044,test
482597,train
443284,train
454368,test
489961,train
510711,train
526728,train
459469,val
473070,test
557219,train
606646,val
568147,test
446780,test
627975,train
607022,train
575080,train
617954,test
422967,train
495239,train
554820,train
476810,train
473646,train
584674,test
523795,train
546523,train
607098,train
459463,val
496515,test
611337,train
574855,train
643965,val
436738,train
471745,train
516927,train
586784,test
608752,train
646258,train
429462,train
488489,val
557353,val
615085,test
487843,train
462104,train
541618,val
511578,train
497323,train
428275,val
458969,train
571441,test
467864,train
432881,train
587710,test
538442,train
447314,train
534178,train
562906,train
462896,val
641960,train
450977,train
577864,test
605739,test
510490,val
538641,test
455646,train
616335,test
470980,train
622045,train
616229,train
581386,train
574950,test
508645,train
448452,train
468505,train
431169,test
518803,test
488526,test
562497,train
575117,train
647540,train
510529,val
564493,train
581232,train
461910,train
429685,test
534206,train
557449,train
489984,train
453652,train
507728,test
595445,train
605530,train
472094,train
553393,train
547006,train
520193,train
549627,val
595546,val
447104,test
628825,test
645224,train
542933,train
560603,val
457042,val
492129,train
473478,test
423306,test
534967,train
646681,train
612359,train
421206,train
520594,test
495260,val
421507,test
475163,train
433826,train
518660,train
462785,train
646408,train
645182,train
627996,train
544459,train
422731,test
624198,train
595379,test
573635,train
565982,train
611519,train
574708,test
446790,train
536380,train
622363,train
641681,test
434319,test
452244,train
485692,train
595466,train
485560,test
448078,test
596433,test
609559,test
434652,test
421197,train
586368,train
617831,train
452272,val
609335,test
616292,test
543731,train
484557,val
558311,train
633392,train
531242,test
581677,train
646507,train
553119,train
639754,train
620793,test
424779,train
651611,train
564789,val
573526,train
581669,train
629753,train
531246,train
594665,val
575060,val
574585,val
437663,train
606404,train
632759,train
420897,train
428899,test
494919,train
580380,train
533305,train
636660,train
551842,train
646529,train
496077,train
625319,test
482966,train
541570,train
448864,val
624656,train
533742,train
553217,train
633374,test
534342,train
645800,val
597913,train
653032,train
450287,train
533536,test
632428,train
603538,train
417743,train
635497,val
594725,train
630595,val
547066,val
540770,val
494995,train
624623,train
463944,train
594549,test
447414,train
564822,train
424854,train
633437,train
483810,test
557682,train
640259,train
452880,test
619804,train
446634,test
645595,train
547560,train
427923,train
491807,val
519877,train
633363,train
650792,val
619641,train
577565,train
422521,train
452911,test
517477,train
510880,train
484942,train
557396,train
486608,val
573211,train
503554,train
639724,train
446256,test
577318,val
581567,train
423376,train
494667,train
452157,train
513615,train
457821,train
536340,val
429148,test
513102,train
466202,train
482601,train
457902,train
551916,train
586476,train
606682,train
511023,train
513938,train
587644,train
513217,train
457795,val
551974,train
635169,train
554954,train
575645,test
571504,test
628183,train
575609,train
451972,train
484796,train
575017,train
587592,test
451632,train
534061,train
619583,test
621217,train
588754,train
635141,train
458216,train
564845,test
645530,train
599916,val
547489,train
586437,train
605038,train
633426,train
491687,train
635143,test
635132,train
465532,val
605416,val
555053,train
588230,val
597613,val
642075,train
423382,train
651679,train
607556,train
577101,train
580838,train
617302,train
450243,train
579287,test
543461,train
588633,test
635131,train
576225,train
448767,test
517910,train
554694,train
577290,train
632798,train
446608,train
467707,train
633885,train
651829,train
453119,train
624615,test
648670,train
588665,train
552554,train
588253,train
471805,train
425800,val
607801,train
581170,train
533540,val
552143,train
641125,train
647490,train
631161,train
534330,test
617280,val
448298,train
616556,train
624612,val
